index,model,finish_reason,prompt_tokens,time,completion_tokens,total_tokens,total_cost,temperature,top_p,legal_ref_sim,score_Judge (gpt-oss-120b),score_Judge (qwen3.6-35b-a3b),score_Judge (DeepSeek-V4-Flash-0731)
22,deepseek/deepseek-v3.2,stop,1827.0,216.4077353477478,6589.0,8416.0,0.0026818344,1.0,0.95,0.0789473684210526,0.3,0.3,0.2
23,deepseek/deepseek-v3.2,stop,2880.0,295.8026340007782,9296.0,12176.0,0.0037889964,1.0,0.95,0.1428571428571428,0.4,0.4,0.3
24,deepseek/deepseek-v3.2,stop,1693.0,272.8512752056122,8346.0,10039.0,0.0033242328,1.0,0.95,0.1388888888888889,0.4,0.4,0.3
25,deepseek/deepseek-v3.2,stop,2584.0,142.75475764274597,4256.0,6840.0,0.0018909324,1.0,0.95,0.1702127659574468,0.3,0.4,0.2
26,deepseek/deepseek-v3.2,stop,3043.0,246.5109181404113,7634.0,10677.0,0.0031764348,1.0,0.95,0.2105263157894736,0.3,0.5,0.3
27,deepseek/deepseek-v3.2,stop,2679.0,176.6318199634552,5318.0,7997.0,0.0022661856,1.0,0.95,0.1627906976744186,0.2,0.3,0.2
28,deepseek/deepseek-v3.2,stop,1166.0,278.338805437088,8571.0,9737.0,0.0033644772,1.0,0.95,0.2272727272727272,0.3,0.4,0.2
29,deepseek/deepseek-v3.2,stop,1810.0,153.87940406799316,4713.0,6523.0,0.0019627524,1.0,0.95,0.3076923076923077,0.6,0.7,0.4
30,deepseek/deepseek-v3.2,stop,1405.0,135.92668914794922,4081.0,5486.0,0.0016896096,1.0,0.95,0.1875,0.3,0.6,0.4
31,deepseek/deepseek-v3.2,stop,2301.0,175.42884039878845,5572.0,7873.0,0.0023626512,1.0,0.95,0.0769230769230769,0.3,0.3,0.2
32,deepseek/deepseek-v3.2,stop,1234.0,113.00420951843262,3498.0,4732.0,0.0012913329,1.0,0.95,0.2083333333333333,0.5,0.6,0.4
33,deepseek/deepseek-v3.2,stop,1361.0,123.81981468200684,3845.0,5206.0,0.0015804684,1.0,0.95,0.2058823529411764,0.2,0.2,0.2
34,deepseek/deepseek-v3.2,stop,2908.0,180.9667625427246,5559.0,8467.0,0.0023988888,1.0,0.95,0.0689655172413793,0.4,0.3,0.2
35,deepseek/deepseek-v3.2,stop,3357.0,164.53507328033447,5022.0,8379.0,0.0022648248,1.0,0.95,0.1521739130434782,0.5,0.5,0.4
36,deepseek/deepseek-v3.2,stop,2059.0,286.55677461624146,9066.0,11125.0,0.0036564192,1.0,0.95,0.0,0.5,0.4,0.2
37,deepseek/deepseek-v3.2,stop,2683.0,181.0875098705292,5641.0,8324.0,0.0023886072,1.0,0.95,0.4074074074074074,0.4,0.5,0.2
38,deepseek/deepseek-v3.2,stop,2766.0,282.9394636154175,8908.0,11674.0,0.003650346,1.0,0.95,0.16,0.3,0.4,0.3
39,deepseek/deepseek-v3.2,stop,2347.0,248.4557285308838,7531.0,9878.0,0.00282768915,1.0,0.95,0.5,0.2,0.3,0.3
40,deepseek/deepseek-v3.2,stop,3198.0,161.81737852096558,5137.0,8335.0,0.0022618764,1.0,0.95,0.2702702702702703,0.5,0.5,0.3
41,deepseek/deepseek-v3.2,stop,2373.0,208.78023958206177,6721.0,9094.0,0.0027618192,1.0,0.95,0.0,0.3,0.4,0.3
42,deepseek/deepseek-v3.2,stop,2088.0,109.03669810295104,3163.0,5251.0,0.001395198,1.0,0.95,0.2,0.3,0.3,0.2
43,deepseek/deepseek-v3.2,stop,1934.0,199.83259916305545,6454.0,8388.0,0.0026464284,1.0,0.95,0.1857142857142857,0.5,0.4,0.3
44,deepseek/deepseek-v3.2,stop,2436.0,190.85100054740903,6013.0,8449.0,0.0025554312,1.0,0.95,0.3636363636363636,0.3,0.6,0.4
45,deepseek/deepseek-v3.2,stop,2966.0,302.5033025741577,9499.0,12465.0,0.0039345768,1.0,0.95,0.0,0.5,0.4,0.3
46,deepseek/deepseek-v3.2,stop,3180.0,170.20749926567078,5307.0,8487.0,0.0023746716,1.0,0.95,0.25,0.5,0.5,0.3
47,deepseek/deepseek-v3.2,stop,2788.0,335.3329939842224,10583.0,13371.0,0.0042604632,1.0,0.95,0.3055555555555556,0.3,0.3,0.2
48,deepseek/deepseek-v3.2,stop,2599.0,333.6515371799469,10545.0,13144.0,0.00428148,1.0,0.95,0.375,0.4,0.6,0.3
49,deepseek/deepseek-v3.2,stop,2209.0,242.55793142318728,7512.0,9721.0,0.0030757356,1.0,0.95,0.4,0.5,0.5,0.4
50,deepseek/deepseek-v3.2,stop,2854.0,178.9198136329651,5410.0,8264.0,0.0023371236,1.0,0.95,0.2325581395348837,0.6,0.5,0.5
51,deepseek/deepseek-v3.2,stop,3206.0,273.50503754615784,8340.0,11546.0,0.0035097804,1.0,0.95,0.2,0.4,0.6,0.4
52,deepseek/deepseek-v3.2,stop,3614.0,400.0603771209717,12383.0,15997.0,0.0050587488,1.0,0.95,0.0,0.3,0.5,0.2
53,deepseek/deepseek-v3.2,stop,2644.0,165.69783234596252,5050.0,7694.0,0.0020931339,1.0,0.95,0.3529411764705882,0.3,0.4,0.1
54,deepseek/deepseek-v3.2,stop,2777.0,373.14539885520935,11539.0,14316.0,0.0046333476,1.0,0.95,0.1428571428571428,0.4,0.3,0.2
55,deepseek/deepseek-v3.2,stop,2316.0,274.99023365974426,8556.0,10872.0,0.0034608168,1.0,0.95,0.3243243243243243,0.3,0.4,0.2
56,deepseek/deepseek-v3.2,stop,2556.0,169.6379592418671,5390.0,7946.0,0.002310714,1.0,0.95,0.1025641025641025,0.3,0.2,0.2
57,deepseek/deepseek-v3.2,stop,2564.0,203.3131663799286,6451.0,9015.0,0.00252674565,1.0,0.95,0.0,0.3,0.4,0.2
58,deepseek/deepseek-v3.2,stop,2574.0,412.6022629737854,13400.0,15974.0,0.005352102,1.0,0.95,0.1666666666666666,0.4,0.4,0.3
59,deepseek/deepseek-v3.2,stop,2553.0,180.33205342292783,5619.0,8172.0,0.0023620464,1.0,0.95,0.1739130434782608,0.3,0.6,0.4
60,deepseek/deepseek-v3.2,stop,3146.0,300.50890278816223,9523.0,12669.0,0.0039431952,1.0,0.95,0.1363636363636363,0.4,0.5,0.2
61,deepseek/deepseek-v3.2,stop,2233.0,223.3111910820008,7147.0,9380.0,0.0029249892,1.0,0.95,0.25,0.6,0.6,0.4
62,deepseek/deepseek-v3.2,stop,4216.0,192.83382749557487,6206.0,10422.0,0.0027390132,1.0,0.95,0.1818181818181818,0.4,0.3,0.2
63,deepseek/deepseek-v3.2,stop,3245.0,241.80182147026065,7662.0,10907.0,0.0032283972,1.0,0.95,0.0,0.1,0.4,0.1
64,deepseek/deepseek-v3.2,stop,2345.0,164.42510843276978,5054.0,7399.0,0.0021398328,1.0,0.95,0.1875,0.4,0.5,0.4
65,deepseek/deepseek-v3.2,stop,2312.0,301.1731753349304,9551.0,11863.0,0.00347011665,1.0,0.95,0.2093023255813953,0.5,0.5,0.3
66,deepseek/deepseek-v3.2,stop,1731.0,197.39744400978088,6239.0,7970.0,0.002547342,1.0,0.95,0.15,0.3,0.4,0.2
67,deepseek/deepseek-v3.2,stop,2298.0,266.4573185443878,8581.0,10879.0,0.0034736688,1.0,0.95,0.2142857142857142,0.2,0.3,0.3
68,deepseek/deepseek-v3.2,stop,2910.0,406.9487628936768,12590.0,15500.0,0.0050437296,1.0,0.95,0.25,0.6,0.5,0.4
69,deepseek/deepseek-v3.2,stop,2795.0,188.17103815078733,5965.0,8760.0,0.00252819,1.0,0.95,0.0,0.2,0.4,0.1
70,deepseek/deepseek-v3.2,stop,2422.0,162.88805222511292,5155.0,7577.0,0.0022019508,1.0,0.95,0.2368421052631578,0.4,0.6,0.3
71,deepseek/deepseek-v3.2,stop,2414.0,273.56232380867004,8516.0,10930.0,0.0034443108,1.0,0.95,0.1785714285714285,0.3,0.3,0.3
72,deepseek/deepseek-v3.2,stop,3490.0,204.025140285492,6303.0,9793.0,0.0027079416,1.0,0.95,0.2142857142857142,0.4,0.5,0.3
73,deepseek/deepseek-v3.2,stop,2418.0,169.73378205299375,5163.0,7581.0,0.00223209,1.0,0.95,0.3125,0.5,0.7,0.4
74,deepseek/deepseek-v3.2,stop,2684.0,192.42391514778137,5896.0,8580.0,0.0024852492,1.0,0.95,0.2352941176470588,0.2,0.4,0.3
75,deepseek/deepseek-v3.2,stop,2306.0,123.57995009422302,3852.0,6158.0,0.0017182872,1.0,0.95,0.2391304347826087,0.4,0.4,0.3
76,deepseek/deepseek-v3.2,stop,2921.0,163.91279125213623,4979.0,7900.0,0.0021811104,1.0,0.95,0.25,0.5,0.6,0.5
77,deepseek/deepseek-v3.2,stop,2961.0,178.0101661682129,5441.0,8402.0,0.002386692,1.0,0.95,0.2,0.3,0.3,0.3
78,deepseek/deepseek-v3.2,stop,4118.0,192.57749223709104,5859.0,9977.0,0.0026455212,1.0,0.95,0.25,0.5,0.5,0.3
79,deepseek/deepseek-v3.2,stop,2957.0,133.47082042694092,3999.0,6956.0,0.00182211315,1.0,0.95,0.3,0.3,0.4,0.2
80,deepseek/deepseek-v3.2,stop,2876.0,184.20845007896423,5641.0,8517.0,0.0024070788,1.0,0.95,0.2647058823529412,0.6,0.6,0.3
0,deepseek/deepseek-chat-v3-0324,stop,2196.0,78.81142091751099,1875.0,4071.0,0.002424,,,0.1875,0.3,0.5,0.3
1,deepseek/deepseek-chat-v3-0324,stop,1745.0,73.72300148010254,1718.0,3463.0,0.00215425,,,0.1111111111111111,0.4,0.3,0.2
2,deepseek/deepseek-chat-v3-0324,stop,2550.0,85.42383646965027,2010.0,4560.0,0.0026475,,,0.1875,0.3,0.3,0.2
3,deepseek/deepseek-chat-v3-0324,stop,3119.0,61.150636434555054,1312.0,4431.0,0.00209175,,,0.2857142857142857,0.2,0.5,0.3
4,deepseek/deepseek-chat-v3-0324,stop,1631.0,70.69502878189087,1638.0,3269.0,0.00204575,,,0.0454545454545454,0.2,0.3,0.3
5,deepseek/deepseek-chat-v3-0324,stop,2584.0,65.81842827796936,1421.0,4005.0,0.002067,,,0.1111111111111111,0.1,0.2,0.1
6,deepseek/deepseek-chat-v3-0324,stop,2348.0,61.77225923538208,1378.0,3726.0,0.001965,,,0.1891891891891892,0.2,0.3,0.2
7,deepseek/deepseek-chat-v3-0324,stop,2091.0,49.19385123252869,1092.0,3183.0,0.00161475,,,,0.2,0.3,0.2
8,deepseek/deepseek-chat-v3-0324,stop,2750.0,75.742356300354,1760.0,4510.0,0.0024475,,,0.2352941176470588,0.2,0.3,0.2
9,deepseek/deepseek-chat-v3-0324,stop,3421.0,68.222083568573,1572.0,4993.0,0.00242725,,,0.2,0.3,0.4,0.3
10,deepseek/deepseek-chat-v3-0324,stop,1985.0,60.09407186508179,1536.0,3521.0,0.00203225,,,0.2,0.4,0.3,0.3
11,deepseek/deepseek-chat-v3-0324,stop,2039.0,73.07088279724121,1966.0,4005.0,0.00247575,,,0.1351351351351351,0.2,0.3,0.2
12,deepseek/deepseek-chat-v3-0324,stop,1829.0,70.96950507164001,1760.0,3589.0,0.00221725,,,0.0,0.2,0.5,0.4
13,deepseek/deepseek-chat-v3-0324,stop,1586.0,62.582080602645874,1621.0,3207.0,0.0020175,,,0.1428571428571428,0.4,0.3,0.3
14,deepseek/deepseek-chat-v3-0324,stop,2408.0,53.9798219203949,1464.0,3872.0,0.002066,,,0.08,0.2,0.4,0.2
15,deepseek/deepseek-chat-v3-0324,stop,2836.0,65.5557005405426,1802.0,4638.0,0.002511,,,0.2105263157894736,0.2,0.3,0.2
16,deepseek/deepseek-chat-v3-0324,stop,2374.0,47.38675785064697,1331.0,3705.0,0.0019245,,,0.3,0.2,0.3,0.2
17,deepseek/deepseek-chat-v3-0324,stop,2439.0,108.73871755599976,2096.0,4535.0,0.00270575,,,0.0833333333333333,0.4,0.4,0.2
18,deepseek/deepseek-chat-v3-0324,stop,2114.0,49.2207567691803,1356.0,3470.0,0.0018845,,,0.0952380952380952,0.3,0.2,0.2
19,deepseek/deepseek-chat-v3-0324,stop,3100.0,91.28260326385498,1903.0,5003.0,0.002678,,,0.1764705882352941,0.2,0.3,0.1
20,deepseek/deepseek-chat-v3-0324,stop,2788.0,76.75691318511963,1419.0,4207.0,0.002116,,,0.0,0.2,0.3,0.2
21,deepseek/deepseek-chat-v3-0324,stop,3038.0,95.44906330108644,1902.0,4940.0,0.0026615,,,0.15,0.3,0.2,0.2
22,deepseek/deepseek-chat-v3-0324,stop,1826.0,83.53135871887207,1609.0,3435.0,0.0020655,,,0.074074074074074,0.1,0.2,0.2
23,deepseek/deepseek-chat-v3-0324,stop,2879.0,90.89778470993042,1743.0,4622.0,0.00246275,,,0.0588235294117647,0.2,0.3,0.3
24,deepseek/deepseek-chat-v3-0324,stop,1692.0,86.75919342041016,1592.0,3284.0,0.002015,,,0.1470588235294117,0.3,0.4,0.2
25,deepseek/deepseek-chat-v3-0324,stop,2583.0,106.92635655403136,2171.0,4754.0,0.00281675,,,0.0952380952380952,0.2,0.4,0.4
26,deepseek/deepseek-chat-v3-0324,stop,3042.0,94.2367296218872,1586.0,4628.0,0.00183828,,,0.0789473684210526,0.2,0.2,0.2
27,deepseek/deepseek-chat-v3-0324,stop,2678.0,59.17511010169983,1353.0,4031.0,0.0020225,,,0.1714285714285714,0.2,0.4,0.3
28,deepseek/deepseek-chat-v3-0324,stop,1165.0,59.34072542190552,1377.0,2542.0,0.00166825,,,0.0434782608695652,0.2,0.2,0.1
29,deepseek/deepseek-chat-v3-0324,stop,1809.0,63.81872916221619,1707.0,3516.0,0.00215925,,,0.2857142857142857,0.3,0.4,0.3
30,deepseek/deepseek-chat-v3-0324,stop,1404.0,61.87636351585388,1528.0,2932.0,0.001879,,,0.1538461538461538,0.1,0.4,0.3
31,deepseek/deepseek-chat-v3-0324,stop,2300.0,74.94079756736755,1576.0,3876.0,0.002151,,,0.0,0.3,0.3,0.2
32,deepseek/deepseek-chat-v3-0324,stop,1233.0,51.80314588546753,1360.0,2593.0,0.00166825,,,0.217391304347826,0.4,0.4,0.2
33,deepseek/deepseek-chat-v3-0324,stop,1360.0,60.6279366016388,1476.0,2836.0,0.001816,,,0.15625,0.3,0.3,0.2
34,deepseek/deepseek-chat-v3-0324,stop,2907.0,76.06746292114258,1847.0,4754.0,0.00257375,,,0.08,0.2,0.3,0.2
35,deepseek/deepseek-chat-v3-0324,stop,3356.0,61.345600605010986,1402.0,4758.0,0.002241,,,0.2105263157894736,0.5,0.4,0.2
36,deepseek/deepseek-chat-v3-0324,stop,2058.0,80.51272392272949,1731.0,3789.0,0.0022455,,,0.0,0.5,0.4,0.2
37,deepseek/deepseek-chat-v3-0324,stop,2682.0,58.41054964065552,1349.0,4031.0,0.0020195,,,0.2083333333333333,0.2,0.3,0.2
38,deepseek/deepseek-chat-v3-0324,stop,2765.0,49.86577868461609,1631.0,4396.0,0.00212478,,,0.125,0.2,0.4,0.2
39,deepseek/deepseek-chat-v3-0324,stop,2346.0,75.15897727012634,1579.0,3925.0,0.0021655,,,0.25,0.2,0.3,0.2
40,deepseek/deepseek-chat-v3-0324,stop,3197.0,85.13586854934692,1926.0,5123.0,0.00272525,,,0.1794871794871795,0.3,0.3,0.3
41,deepseek/deepseek-chat-v3-0324,stop,2372.0,73.27691864967346,1670.0,4042.0,0.002263,,,0.1333333333333333,0.1,0.3,0.2
42,deepseek/deepseek-chat-v3-0324,stop,2087.0,61.50825047492981,1696.0,3783.0,0.00221775,,,0.2692307692307692,0.4,0.2,0.2
43,deepseek/deepseek-chat-v3-0324,stop,1933.0,67.46953845024109,1809.0,3742.0,0.00229225,,,0.1692307692307692,0.3,0.3,0.2
44,deepseek/deepseek-chat-v3-0324,stop,2435.0,53.99132323265076,1379.0,3814.0,0.00198775,,,0.3,0.3,0.4,0.2
45,deepseek/deepseek-chat-v3-0324,stop,2965.0,75.23939538002014,1633.0,4598.0,0.00237425,,,0.125,0.3,0.3,0.2
46,deepseek/deepseek-chat-v3-0324,stop,3179.0,53.67804670333862,1221.0,4400.0,0.00201575,,,0.2631578947368421,0.4,0.4,0.2
47,deepseek/deepseek-chat-v3-0324,stop,2787.0,83.70064401626587,1858.0,4645.0,0.00255475,,,0.3714285714285714,0.2,0.2,0.2
48,deepseek/deepseek-chat-v3-0324,stop,2598.0,68.91677951812744,1719.0,4317.0,0.0023685,,,0.2222222222222222,0.4,0.3,0.2
49,deepseek/deepseek-chat-v3-0324,stop,2208.0,60.69845914840698,1371.0,3579.0,0.001923,,,0.1428571428571428,0.1,0.3,0.2
50,deepseek/deepseek-chat-v3-0324,stop,2853.0,71.03823781013489,1684.0,4537.0,0.00239725,,,0.1428571428571428,0.3,0.2,0.2
51,deepseek/deepseek-chat-v3-0324,stop,3205.0,34.54647088050842,1080.0,4285.0,0.00199287,,,0.1363636363636363,0.2,0.3,0.2
52,deepseek/deepseek-chat-v3-0324,stop,3613.0,61.98250198364258,1497.0,5110.0,0.00240025,,,0.0,0.3,0.2,0.1
53,deepseek/deepseek-chat-v3-0324,stop,2643.0,39.81974196434021,1756.0,4399.0,0.00259825,,,0.1388888888888889,0.3,0.2,0.1
54,deepseek/deepseek-chat-v3-0324,stop,2776.0,70.02944946289062,1824.0,4600.0,0.002518,,,0.1702127659574468,0.4,0.4,0.3
55,deepseek/deepseek-chat-v3-0324,stop,2315.0,72.59178733825684,1630.0,3945.0,0.00220875,,,0.1794871794871795,0.3,0.3,0.2
56,deepseek/deepseek-chat-v3-0324,stop,2555.0,43.5265543460846,1256.0,3811.0,0.00201449,,,0.1,0.3,0.2,0.2
57,deepseek/deepseek-chat-v3-0324,stop,2563.0,67.50420475006104,1458.0,4021.0,0.00209875,,,0.0,0.1,0.3,0.2
58,deepseek/deepseek-chat-v3-0324,stop,2573.0,52.39174008369446,1639.0,4212.0,0.00244831,,,0.131578947368421,0.4,0.2,0.2
59,deepseek/deepseek-chat-v3-0324,stop,2552.0,55.39565253257752,1161.0,3713.0,0.001799,,,0.0833333333333333,0.2,0.4,0.3
60,deepseek/deepseek-chat-v3-0324,stop,3145.0,98.3250241279602,2313.0,5458.0,0.00309925,,,0.1904761904761904,0.35,0.4,0.3
61,deepseek/deepseek-chat-v3-0324,stop,2232.0,78.08643627166748,1799.0,4031.0,0.002357,,,0.0714285714285714,0.3,0.4,0.2
62,deepseek/deepseek-chat-v3-0324,stop,4215.0,100.90623068809508,2312.0,6527.0,0.00336575,,,0.25,0.1,0.3,0.3
63,deepseek/deepseek-chat-v3-0324,stop,3244.0,97.81987047195436,1945.0,5189.0,0.002756,,,0.0,0.3,0.3,0.2
64,deepseek/deepseek-chat-v3-0324,stop,2344.0,70.22466588020325,1475.0,3819.0,0.002061,,,0.0697674418604651,0.0,0.3,0.2
65,deepseek/deepseek-chat-v3-0324,stop,2311.0,55.67537379264832,1352.0,3663.0,0.00192975,,,0.1395348837209302,0.4,0.3,0.2
66,deepseek/deepseek-chat-v3-0324,stop,1730.0,90.86454343795776,2093.0,3823.0,0.0025255,,,0.1176470588235294,0.2,0.3,0.1
67,deepseek/deepseek-chat-v3-0324,stop,2297.0,84.89437317848206,2103.0,4400.0,0.00267725,,,0.2352941176470588,0.5,0.4,0.2
68,deepseek/deepseek-chat-v3-0324,stop,2909.0,77.62303161621094,1827.0,4736.0,0.00255425,,,0.0714285714285714,0.3,0.5,0.4
69,deepseek/deepseek-chat-v3-0324,stop,2794.0,71.82138133049011,1949.0,4743.0,0.0026475,,,0.0,0.3,0.3,0.2
70,deepseek/deepseek-chat-v3-0324,stop,2421.0,34.237406730651855,1292.0,3713.0,0.00201863,,,0.1666666666666666,0.2,0.3,0.3
71,deepseek/deepseek-chat-v3-0324,stop,2413.0,63.75055813789368,1685.0,4098.0,0.00228825,,,0.16,0.3,0.3,0.2
72,deepseek/deepseek-chat-v3-0324,stop,3489.0,53.686537742614746,1654.0,5143.0,0.00271243,,,0.0625,0.2,0.2,0.2
73,deepseek/deepseek-chat-v3-0324,stop,2417.0,62.17946696281433,1735.0,4152.0,0.00233925,,,0.2127659574468085,0.2,0.3,0.2
74,deepseek/deepseek-chat-v3-0324,stop,2683.0,72.41793751716614,1945.0,4628.0,0.00261575,,,0.2258064516129032,0.2,0.2,0.1
75,deepseek/deepseek-chat-v3-0324,stop,2305.0,61.13438105583191,1469.0,3774.0,0.00204525,,,0.1914893617021276,0.3,0.3,0.3
76,deepseek/deepseek-chat-v3-0324,stop,2920.0,31.80516791343689,680.0,3600.0,0.00141,,,0.1428571428571428,0.1,0.0,0.1
77,deepseek/deepseek-chat-v3-0324,stop,2960.0,50.96665668487549,1758.0,4718.0,0.00268608,,,0.1764705882352941,0.1,0.2,0.2
78,deepseek/deepseek-chat-v3-0324,stop,4117.0,39.4676365852356,1566.0,5683.0,0.00278343,,,0.3333333333333333,0.3,0.4,0.2
79,deepseek/deepseek-chat-v3-0324,stop,2956.0,70.47626447677612,1558.0,4514.0,0.002297,,,0.1666666666666666,0.2,0.4,0.1
80,deepseek/deepseek-chat-v3-0324,stop,2875.0,68.69592189788818,1752.0,4627.0,0.00247075,,,0.054054054054054,0.3,0.4,0.2
0,openai/gpt-oss-120b,stop,1975.0,193.46513032913208,11659.0,13634.0,0.0,,,0.1142857142857142,0.4,0.3,0.2
1,openai/gpt-oss-120b,stop,1565.0,208.6254515647888,12212.0,13777.0,0.0,,,0.1428571428571428,0.2,0.3,0.2
2,openai/gpt-oss-120b,stop,2296.0,544.5273084640503,14467.0,16763.0,0.0,,,0.2777777777777778,0.6,0.4,0.2
3,openai/gpt-oss-120b,stop,2688.0,207.75453734397888,12330.0,15018.0,0.0,,,0.24,0.4,0.3,0.4
4,openai/gpt-oss-120b,stop,1441.0,551.4726524353027,14776.0,16217.0,0.0,,,0.0869565217391304,0.4,0.2,0.2
5,openai/gpt-oss-120b,stop,2295.0,292.1032204627991,17804.0,20099.0,0.0,,,0.15625,0.5,0.4,0.3
6,openai/gpt-oss-120b,stop,2090.0,583.0160441398621,16323.0,18413.0,0.0,,,0.1489361702127659,0.2,0.3,0.1
7,openai/gpt-oss-120b,stop,1862.0,159.3463683128357,9548.0,11410.0,0.0,,,,0.3,0.4,0.2
8,openai/gpt-oss-120b,stop,2438.0,198.5503659248352,11709.0,14147.0,0.0,,,0.0,0.5,0.3,0.3
9,openai/gpt-oss-120b,stop,3063.0,283.3864552974701,17663.0,20726.0,0.0,,,0.0526315789473684,0.5,0.2,0.2
10,openai/gpt-oss-120b,stop,1760.0,260.95754885673523,15557.0,17317.0,0.0,,,0.1333333333333333,0.5,0.3,0.3
11,openai/gpt-oss-120b,stop,1831.0,297.9727838039398,16991.0,18822.0,0.0,,,0.0888888888888888,0.2,0.2,0.1
12,openai/gpt-oss-120b,stop,1623.0,215.86295080184937,12349.0,13972.0,0.0,,,0.0,0.5,0.3,0.4
13,openai/gpt-oss-120b,stop,1429.0,500.446047782898,11218.0,12647.0,0.0,,,0.0535714285714285,0.5,0.3,0.3
14,openai/gpt-oss-120b,stop,2119.0,162.0986180305481,9135.0,11254.0,0.0,,,0.032258064516129,0.3,0.2,0.2
15,openai/gpt-oss-120b,stop,2492.0,174.86828422546387,10303.0,12795.0,0.0,,,0.2307692307692307,0.3,0.3,0.2
16,openai/gpt-oss-120b,stop,2123.0,222.69243049621585,13265.0,15388.0,0.0,,,0.2142857142857142,0.3,0.5,0.4
17,openai/gpt-oss-120b,stop,2183.0,268.9931035041809,15899.0,18082.0,0.0,,,0.0,0.3,0.4,0.2
18,openai/gpt-oss-120b,stop,1865.0,164.63477396965027,9814.0,11679.0,0.0,,,0.0204081632653061,0.3,0.3,0.2
19,openai/gpt-oss-120b,stop,2797.0,173.8380355834961,10629.0,13426.0,0.0,,,0.1111111111111111,0.4,0.3,0.1
20,openai/gpt-oss-120b,stop,2477.0,166.70348978042605,10425.0,12902.0,0.0,,,0.1,0.3,0.3,0.2
21,openai/gpt-oss-120b,stop,2689.0,205.2044005393982,12254.0,14943.0,0.0,,,0.1111111111111111,0.4,0.3,0.2
22,openai/gpt-oss-120b,stop,1654.0,244.55079054832456,15003.0,16657.0,0.0,,,0.054054054054054,0.3,0.2,0.2
23,openai/gpt-oss-120b,stop,2571.0,165.84175944328308,10598.0,13169.0,0.0,,,0.0,0.4,0.3,0.1
24,openai/gpt-oss-120b,stop,1515.0,134.65786910057068,8621.0,10136.0,0.0,,,0.1111111111111111,0.3,0.3,0.2
25,openai/gpt-oss-120b,stop,2277.0,154.39184021949768,9339.0,11616.0,0.0,,,0.0930232558139534,0.2,0.3,0.2
26,openai/gpt-oss-120b,stop,2726.0,509.83828377723694,12198.0,14924.0,0.0,,,0.0588235294117647,0.4,0.4,0.1
27,openai/gpt-oss-120b,stop,2344.0,228.2299287319184,13485.0,15829.0,0.0,,,0.0652173913043478,0.2,0.3,0.2
28,openai/gpt-oss-120b,stop,1062.0,279.0976564884186,16879.0,17941.0,0.0,,,0.12,0.5,0.2,0.1
29,openai/gpt-oss-120b,stop,1645.0,146.2403221130371,9471.0,11116.0,0.0,,,0.2222222222222222,0.3,0.4,0.2
30,openai/gpt-oss-120b,stop,1275.0,471.1683452129364,11089.0,12364.0,0.0,,,0.0,0.4,0.5,0.2
31,openai/gpt-oss-120b,stop,2048.0,202.0360860824585,11942.0,13990.0,0.0,,,0.0909090909090909,0.3,0.3,0.2
32,openai/gpt-oss-120b,stop,1145.0,229.69530391693115,13964.0,15109.0,0.0,,,0.0,0.2,0.2,0.2
33,openai/gpt-oss-120b,stop,1254.0,180.3332438468933,10935.0,12189.0,0.0,,,0.1515151515151515,0.4,0.4,0.2
34,openai/gpt-oss-120b,stop,2565.0,246.8769989013672,14434.0,16999.0,0.0,,,0.0606060606060606,0.4,0.4,0.2
35,openai/gpt-oss-120b,stop,2877.0,170.8248999118805,10032.0,12909.0,0.0,,,0.1666666666666666,0.5,0.4,0.4
36,openai/gpt-oss-120b,stop,1821.0,167.40968585014343,9844.0,11665.0,0.0,,,0.0833333333333333,0.4,0.3,0.2
37,openai/gpt-oss-120b,stop,2402.0,240.84896779060364,13838.0,16240.0,0.0,,,0.1470588235294117,0.4,0.4,0.2
38,openai/gpt-oss-120b,stop,2445.0,780.4356343746185,12064.0,14509.0,0.0,,,0.1333333333333333,0.4,0.3,0.3
39,openai/gpt-oss-120b,stop,2091.0,509.8880052566528,13745.0,15836.0,0.0,,,0.2666666666666666,0.7,0.4,0.3
40,openai/gpt-oss-120b,stop,2854.0,242.88989543914795,15367.0,18221.0,0.0,,,0.0869565217391304,0.4,0.2,0.3
41,openai/gpt-oss-120b,stop,2140.0,179.40777039527893,11182.0,13322.0,0.0,,,0.1904761904761904,0.4,0.3,0.2
42,openai/gpt-oss-120b,stop,1870.0,134.777184009552,7780.0,9650.0,0.0,,,0.1428571428571428,0.1,0.2,0.1
43,openai/gpt-oss-120b,stop,1744.0,296.6548192501068,18434.0,20178.0,0.0,,,0.0895522388059701,0.3,0.3,0.2
44,openai/gpt-oss-120b,stop,2128.0,198.7175636291504,12953.0,15081.0,0.0,,,0.0,0.5,0.6,0.3
45,openai/gpt-oss-120b,stop,2626.0,263.1646795272827,16656.0,19282.0,0.0,,,0.0,0.4,0.3,0.2
46,openai/gpt-oss-120b,stop,2816.0,178.98166584968567,11743.0,14559.0,0.0,,,0.0454545454545454,0.3,0.4,0.3
47,openai/gpt-oss-120b,stop,2514.0,232.55994391441345,13838.0,16352.0,0.0,,,0.1025641025641025,0.2,0.3,0.2
48,openai/gpt-oss-120b,stop,2297.0,191.6805529594421,12282.0,14579.0,0.0,,,0.0,0.4,0.4,0.3
49,openai/gpt-oss-120b,stop,1948.0,218.2903938293457,13613.0,15561.0,0.0,,,0.1875,0.3,0.3,0.3
